,name,address,price,speciality,review,services,phone number,website,latitude,longitude
3019,Le Jardin Gourmand,"56 boulevard Vauban, Auxerre, 89000, France", 60 - 138 EUR , Cuisine moderne ,"Cette ancienne maison de vigneron ressemble désormais à une élégante maison bourgeoise. La salle à manger cossue distille un charme intime... On y savoure une cuisine créative, inspirée par les produits du jardin, les voyages du chef, les saisons. Voyageuse aussi la belle carte des vins qui cultive les cépages locaux mais aussi ceux du bassin méditerranéen.","['Accès handicapés ', 'Restaurant non fumeur ', 'Repas en terrasse ', 'Parc ou jardin ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ']",,,47.8000370,3.5670068
3020,Manoir de l'Acherie,"37 rue Michel-de-l'Epinay, Villedieu-les-Poêles, 50800, France", 24 - 78 EUR , Cuisine traditionnelle ,"Au cœur du bocage, on se réfugie avec plaisir dans la chaleur de ce manoir du 17e s., dont le chef met un point d'honneur à travailler les produits des fermes voisines. Les assiettes sont franchement généreuses, comme ces grillades au feu de bois dans la grande cheminée en pierre...","['Avec chambre ', 'Restaurant non fumeur ', 'Repas en terrasse ', 'Parc ou jardin ', 'Parking ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']",,,48.8465387,-1.1913177
3021,La Mère Hamard,"2 rue du Petit-Bercy, Semblançay, 37360, France",,,"Une véritable institution que cette belle bâtisse en pierre née en 1903 ! Chaleureuse, elle se pare d’une coquette salle à manger, et d'une charmante terrasse sous les glycines. On y déguste des plats gourmands et délicats, teintés par endroits de notes exotiques. Accueil attentionné, quelques chambres pour prolonger l’expérience.","['Accès handicapés ', 'Avec chambre ', 'Restaurant non fumeur ', 'Repas en terrasse ', 'Salon particulier ', 'Parking ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']",,,47.4986487,0.5792682
3022,Le Restaurant des Rois,"5 boulevard du Maréchal-Leclerc, Beaulieu-sur-Mer, 06310, France",,,"C’est l’un des palaces les plus chics de la Côte d'Azur. Construit en 1880, puis agrandi dans le style de la Renaissance florentine, il accueille à partir des années 1900 têtes couronnées et stars hollywoodiennes, de Rita Hayworth à Sinatra. Les dîners sur la terrasse face aux flots bleus sont magiques. La cuisine est désormais mise en œuvre par le chef Julien Roucheteau, arrivé de Paris (Table du Lancaster, Scène Thélème). Tout en restant fidèle à l'histoire de cette maison, il imprime d'ores et déjà sa patte, du graphisme des assiettes à la finesse de l'exécution, en passant par son goût pour l'acide (comme sur cette langouste royale sauvage et tomates) et le fumé (comme sur la sériole grillée aux chouviolis de fenouil).","['Accès handicapés ', 'Vue ', 'Voiturier ', 'Restaurant non fumeur ', 'Repas en terrasse ', 'Salon particulier ', 'Ascenseur ', 'Garage ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ', 'Carte de crédit Diners Club ']",,,43.7059919,7.3350726
3023,Le Bouche à Oreille,"39 avenue Charles-de-Gaulle, Tulle, 19000, France", 24 - 34 EUR , Cuisine traditionnelle ,"On découvre ici le travail d'un chef aimable et discret, aussi modeste que bon cuisinier. Ses préparations font la part belle aux saisons (soupe de châtaignes de Corrèze et flan au foie gras) ainsi qu'aux beaux produits (magret de canard du sud-ouest, rôti rosé, façon bigarade). C'est goûteux et bien ficelé : on se régale, on y retourne.","['Accès handicapés ', 'Restaurant non fumeur ', 'Repas en terrasse ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ']",,,45.2684073,1.7699943
3024,L'Ô à la Bouche,"56 allées Fénelon, Cahors, 46000, France", 28 - 45 EUR , Cuisine moderne ,"À la tête de cette attachante adresse, un couple de passionnés qui a sillonné les contrées lointaines avant de jeter l'ancre à Cahors. Plats savoureux, service accueillant et au fond du verre, une judicieuse sélection de vins nature et bio. Nous sommes conquis.","['Accès handicapés ', 'Restaurant non fumeur ', 'Repas en terrasse ', 'Menu végétarien ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ']",,,44.4449700,1.4405100
3025,D'Cadei,"8 place de l'Hôtel-de-Ville, Villeneuve-Tolosane, 31270, France", 20 - 58 EUR , Cuisine moderne ,"Avec son nouveau décor élégant et moderne – tapisseries claires, baies vitrées, mobilier contemporain –, la table de Damien Cadei est méconnaissable ! On s'y régale toujours de bonnes assiettes réglées sur les saisons : Saint-Jacques en croûte de noisette, texture de betterave ; bœuf charolais, jus de veau truffé ; sphère au chocolat grand cru, sorbet cacao...","['Accès handicapés ', 'Restaurant non fumeur ', 'Repas en terrasse ', 'Menu végétarien ', 'Salon particulier ', 'Parking ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']",,,43.5264527,1.3428739
3026,La Source Bleue,"La Papeterie, Villiers-sur-Marne, 52320, France", 35 - 60 EUR , Cuisine traditionnelle ,"On peut aimer les retours aux sources sans pour autant rejeter son époque ! Ici, les gourmands apprécient une cuisine traditionnelle revisitée. Les recettes sont maîtrisées et accompagnées d'un choix de vins astucieux. Aux beaux jours, profitez de la terrasse les pieds dans l'eau.","['Accès handicapés ', 'Restaurant non fumeur ', 'Repas en terrasse ', 'Salon particulier ', 'Parc ou jardin ', 'Parking ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ']",,,48.3210458,5.1473060
3027,L'Azimut,"1 rue du Men-Du, La Trinité-sur-Mer, 56470, France",,,"Ambiance maritime tous azimuts dans la salle à manger et agréable terrasse offrant une échappée sur le port... À la carte, poissons de petit bateau et fruits de mer, mais aussi viandes cuites à la braise. Joli choix de vins. Une valeur sûre.","['Restaurant non fumeur ', 'Repas en terrasse ', 'Salon particulier ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']",,,47.5831416,-3.0283367
3028,Le Clos Perché,"Le bourg, Montarcher, 42380, France", 34 - 55 EUR , Cuisine créative ,"Il était une fois une auberge qui jouait à chat perché sur les hauts plateaux du Forez, à 1150 mètres d'altitude. C’est ici, à l’entrée de ce minuscule village, que Julien Magne a posé ses valises. Derrière les fourneaux, ce jeune chef réalise une cuisine colorée, inventive et ludique, pour laquelle on se fait volontiers souris !","['Accès handicapés ', 'Avec chambre ', 'Restaurant non fumeur ', 'Repas en terrasse ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']",,,45.4593900,3.9960100
3029,L'Entre Deux,"5 avenue du Maréchal-Foch, Biarritz, 64200, France", 47 - 77 EUR , Cuisine classique ,"Le jeune chef Rémy Escale est aux manettes de ce bistrot branché, chaleureux et décoré avec goût. Objectif affiché en cuisine : rester au plus près du produit et du goût ! Il associe les saveurs avec brio et fait preuve d'une maîtrise technique sans faille : on passe un super moment.","['Accès handicapés ', 'Restaurant non fumeur ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ']",,,43.4810077,-1.5588191
3030,La Table de Catusseau,"86 rue de Catusseau, Pomerol, 33500, France", 22 - 60 EUR , Cuisine moderne ,"A la tête de ce restaurant, Kendji Wongsodikromo, chef-patron né en Nouvelle Calédonie, tombé amoureux du Sud-Ouest... et de Nadège, son épouse, en salle. Le jeune couple, motivé, a du métier et cela se sent : en témoigne la belle cuisine du marché, mitonnée avec soin, goûteuse et régionale. Un jolie adresse.","['Restaurant non fumeur ', 'Repas en terrasse ', 'Salon particulier ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ']", +33 5 57 84 40 40," Dates de fermetureFermé : 8-22 février, lundi, dimanche",44.9234713,-0.2065061
3031,Wadja,"10 rue de la Grande-Chaumière, Paris, 75006, France",,,"Tables serrées, vieux zinc, miroirs, lithographies années 1930 : pas de doute, c'est un bistrot. Un seul menu le midi, d'un bon rapport qualité-prix. Ce soir-là, ris de veau cuit au sautoir et sa déclinaison au poivre Kampot et poêlée de Saint-Jacques à l'huile de sésame, algues fraîches et dashi.","['Restaurant non fumeur ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ']",,,48.8423700,2.3306610
3032,Le Carmin,"

1 Offre
                                    
                                
",,"4B place Carnot, Beaune, 21200, France","Au bord de la place Carnot, tout proche de l’Hôtel-Dieu, ce restaurant à la façade moderne occupe le rez-de-chaussée d’une vieille maison charmante. Passé dans les établissements de Robuchon et Ducasse, le chef Christophe Quéant y propose une cuisine au goût du jour et de saison, s’appuyant sur de solides bases traditionnelles. Ses produits au top sont tranquillement magnifiés par des cuissons au cordeau et des préparations lisibles et sans chichis. Avant ou après une visite à l'Hôtel-Dieu, on s’assied sur de belles chaises de style Louis XV, au milieu des vieilles pierres... Il y a pire ! On se régale alors d’un pâté en croûte au canard colvert, d’un blanc de volaille fermière, gnocchis et poireaux nains et d’un bouchon bourguignon, flambé au marc de Bourgogne en dessert.","['Accès handicapés ', 'Restaurant non fumeur ', 'Repas en terrasse ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']",,,47.0225391,4.8377091
3033,Villa des Houx,"6 avenue du Général-de-Gaulle, Aumale, 76390, France", 18 - 45 EUR ," Cuisine classique, Cuisine traditionnelle ","Quel cachet ! L'architecture tout en colombages (19e s.), l'enceinte de verdure, le calme... Au menu, une cuisine généreuse et savoureuse, amie du terroir : terrine de ris de veau, caille désossée en croûte de sel... Côté décor, on joue la carte du classicisme, que ce soit dans la salle à manger ou en terrasse.","['Accès handicapés ', 'Avec chambre ', 'Restaurant non fumeur ', 'Repas en terrasse ', 'Salon particulier ', 'Ascenseur ', 'Parc ou jardin ', 'Parking ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ']",,,49.7662301,1.7543058
3034,Black Bass,"921 route d'Albertville, Annecy, 74000, France", 35 - 65 EUR , Cuisine moderne ,"Ambiance chic et branchée, décor minimaliste (béton ciré, murs bleu canard) les pieds dans l'eau du lac d'Annecy... et cuisine réjouissante supervisée par Stéphane Buron, chef du Chabichou à Courchevel : soupe de poissons du lac comme une bouillabaisse, bar rôti sur la peau, ou encore tarte au citron meringuée.","['Accès handicapés ', 'Vue ', 'Restaurant non fumeur ', 'Repas en terrasse ', 'Menu végétarien ', 'Ascenseur ', 'Parc ou jardin ', 'Parking ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ', 'Carte de crédit Diners Club ']", +33 4 50 52 40 36, www.blackbasshotel-annecy.com,45.8875445,6.1435827
3035,Bistro de Lucullus,"4 boulevard de Strasbourg, Montmorillon, 86500, France", 14 - 45 EUR , Cuisine traditionnelle ,"Ce bistrot, installé au sein de l'Hôtel de France, est fréquenté par une clientèle d'habitués (ce qui est toujours bon signe), qui apprécie le menu du jour, la cuisine bien tournée et l'atmosphère conviviale.","['Accès handicapés ', 'Restaurant non fumeur ', 'Menu végétarien ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']",,,46.4235920,0.8698498
3036,Table 22 par Noël Mantel,"22 rue Saint-Antoine, Cannes, 06400, France",,,"Dans ce quartier très touristique, à deux pas du marché Forville, une équipe sérieuse et passionnée met en avant de bons produits et de jolies saveurs provençales - homard en ravioli, poireau fondant ; carré d'agneau rôti, pommes grenaille... Gourmandise au menu, de l'entrée au dessert.","['Restaurant non fumeur ', 'Repas en terrasse ', 'Menu végétarien ', 'Salon particulier ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']",,,43.5516100,7.0106300
3037,Relais de Farrou,"34 Farrou, Villefranche-de-Rouergue, 12200, France", 18 - 60 EUR , Cuisine moderne ,"Cette maison est chargée d'histoire : c'était autrefois un relais de poste, c'est désormais un relais gourmand ! Demi-pigeon de la Coulonnière et jus corsé aux airelles, veau de l'Aveyron à l'aligot et caviar d'aubergine : on se régale de jolis petits plats accompagnés de vins bien choisis.","['Accès handicapés ', 'Avec chambre ', 'Restaurant non fumeur ', 'Repas en terrasse ', 'Salon particulier ', 'Parc ou jardin ', 'Parking ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ']",,,44.3838147,2.0417260
3038,Joséphine à Table,"50 rue des Crus-du-Beaujolais, Le Plâtre-Durand, St-Amour-Bellevue, 71570, France", 25 - 42 EUR , Cuisine traditionnelle ,"Le bistrot de l'Auberge du Paradis, accolé à la maison mère, propose de bons petits plats à l'ardoise - terrine maison, planche de charcuterie, poulet fermier au citron et estragon, souris d'agneau au curcuma. On en profite dans un cadre contemporain et convivial façon industriel chic, avec cuisines ouvertes, torchons de cuisine en guise de serviettes, caves vitrées en self-service (Beaujolais et Bourgogne blanc) et tire-bouchons attachés au bord des tables. Tandis que du côté de Lucienne fait des siennes, on pioche de petites portions (à partager ou pas) dans une carte courte qui est renouvelée en permanence.","['Accès handicapés ', 'Restaurant non fumeur ', 'Repas en terrasse ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']",,,46.2419865,4.7505322
3039,V Four,"10 rue Saint-Michel, Nancy, 54000, France", 22 - 70 EUR , Cuisine moderne ,"Disciple de Gérard Veissière, Bruno Faonio crée une cuisine actuelle et soignée, associant fraîcheur des produits et belles présentations. Inutile de dire qu'on joue souvent à guichets fermés et qu'il vaut mieux Commander.","['Restaurant non fumeur ', 'Repas en terrasse ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ']",,,48.6968000,6.1790600
3040,La Table de Franck Putelat,"80 chemin des Anglais, au Sud de la Cité, Carcassonne, 11000, France",,,"La Cité médiévale fait partie du patrimoine immémorial de Carcassonne et sa région… et l’on pourrait presque en dire autant de Franck Putelat. Installé au pied des remparts de ladite cité, ce natif du Jura, Audois d’adoption, cuisine – brillamment – selon le concept de classique-fiction qu’il a lui-même théorisé.Traduction dans l’assiette : un détournement astucieux des anciens tubes gastronomiques (le classique), que le chef emmène ailleurs au gré de son inspiration du jour (la fiction). Trois exemples, devenus des incontournables : tartare d’huîtres Tarbouriech, filet de bœuf clouté de truffe noire et lard de Colonnata, ou encore bouillabaisse au foie gras de canard.Des visuels appétissants, du goût et de la finesse : on se délecte dans une ambiance animée – musique de rigueur, avis aux amateurs – parmi une clientèle très diverse… et l’on profite d’un service professionnel et compétent.","['Accès handicapés ', 'Avec chambre ', 'Restaurant non fumeur ', 'Repas en terrasse ', 'Menu végétarien ', 'Parking ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']",,,43.2038600,2.3646800
3041,L'Arche de Meslay,"14 rue des Ailes, Parçay-Meslay, 37210, France", 25 - 70 EUR , Cuisine moderne ,"On oublie très vite le quartier (une zone d'activités) pour se concentrer sur la cuisine fine et fraîche, véritablement pleine de saveurs... À l'image de la spécialité du chef breton : la bouillabaisse à la tourangelle – rouget, rascasse, rillons et andouillette !","['Accès handicapés ', 'Restaurant non fumeur ', 'Repas en terrasse ', 'Parking ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']",,,47.4385260,0.7139262
3042,Émile Job,"12 rue du Pont, Montmerle-sur-Saône, 01090, France", 35 - 70 EUR , Cuisine classique ,"Il y a fort à parier que vous apprécierez les grands classiques qui valorisent le terroir : grenouilles, poissons de lac, poulette de Bresse, etc. Le tout à savourer dans un agréable cadre bourgeois. Aux beaux jours, on s'installe sur la terrasse qui donne sur la Saône.","['Accès handicapés ', 'Avec chambre ', 'Restaurant non fumeur ', 'Repas en terrasse ', 'Salon particulier ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']",,,46.0810100,4.7558500
3043,Champeaux,"La Canopée, Paris, 75001, France", 34 - 57 EUR , Cuisine traditionnelle ,"Le restaurant Champeaux, immortalisé par Zola, était situé place de la Bourse, non loin des Halles. Devenue brasserie contemporaine sous la canopée, il appartient à la galaxie Ducasse. Pâté en croûte, œufs mimosa, soufflés salés et sucrés, canard de Challans à l'orange pour deux, sans oublier les savoureux desserts au chocolat de la maison... Service toute la journée, avec carte réduite l'après-midi.","['Accès handicapés ', 'Restaurant non fumeur ', 'Repas en terrasse ', 'Salon particulier ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']", +33 1 53 45 84 50, www.restaurant-champeaux.com,48.8625062,2.3467385
3044,La Grande Maison de Bernard Magrez,"10 rue Labottière, Bordeaux, 33000, France",,,"Le défi était de taille. Reprendre cette institution bordelaise, la Grande (et sublime) Maison du Bordelais Bernard Magrez : hall feutré, imposant escalier, deux salles à manger parées de bibliothèques murales et de fauteuils Napoléon III, lustres et voluptés... Qui de mieux, pour relever ce défi, que Pierre Gagnaire, élu par ses pairs en 2015 plus grand chef étoilé du monde ? Aux fourneaux, son homme de confiance s’appelle Jean-Denis Le Bras, compagnon de route depuis onze ans. Tout en restant fidèle à la philosophie du grand chef, le Breton construit son propre discours avec des assiettes fines et précises, aux forts contrastes de saveurs, qui rendent un émouvant hommage au terroir aquitain. Pari tenu, donc, avec une gastronomie de haute volée et une somptueuse carte des vins, de plus de 1 000 références.","['Accès handicapés ', 'Voiturier ', 'Avec chambre ', 'Restaurant non fumeur ', 'Repas en terrasse ', 'Parking ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']",,,44.8530800,-0.5890981
3045,Le Cottage,"616 chemin du Marais, Chonas-l'Amballan, 38121, France",,,"Le restaurant du Cottage est emmené par Philippe Girardon, chef dont la passion et l'expérience sont incontestables ; il réalise ici une cuisine bistrotière à base de beaux produits frais, que l'on dévore dans la grande salle à manger ou en terrasse, à l'ombre des platanes...","['Accès handicapés ', 'Restaurant non fumeur ', 'Repas en terrasse ', 'Parc ou jardin ', 'Parking ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ', 'Carte de crédit Diners Club ']",,,45.4597460,4.8052040
3046,Vidal,"Place du Marché, Saint-Julien-Chapteuil, 43260, France", 31 - 95 EUR ," Cuisine du terroir, Cuisine moderne ","Après un beau parcours (Guérard, Roth, Ducasse à Londres, Boulud à New York), le fils Vidal a rejoint son père aux fourneaux de la maison familiale. Le résultat est enthousiasmant : dressages soignés, recettes pleines de fraîcheur et de peps. L'accueil, assuré en famille lui aussi, se révèle charmant.","['Restaurant non fumeur ', 'Menu végétarien ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']",,,45.0329200,4.0625200
3047,Le Chateaubriand,"129 avenue Parmentier, Paris, 75011, France", 75 EUR , Cuisine moderne ,"Le Basque Inaki Aizpitarte attire la clientèle gastronome du Tout-Paris avec son bistrot ""pur jus"", véritable temple de la mouvance bistronomique, dont il fut l'un des initiateurs. D’hier, le lieu a conservé le décor – tel qu’on pouvait encore en trouver dans les années 1930 – jouant sur le mélange néo-rétro (zinc, ardoises, haut plafond et tables étroites). D’aujourd’hui, il possède le répertoire culinaire et un service stylé avec des serveurs tout droit sortis d’un défilé de mode, aux allures décontractées. Chaque soir, l'unique menu dégustation offre une cuisine créative, osée et goûteuse, précise dans les assaisonnements comme dans les cuissons. Produits et vins sont choisis avec soin chez des producteurs indépendants. Pensez à Commander.","['Restaurant non fumeur ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ']",,,48.8693540,2.3714371
3048,L'Épicurien,"53 rue Nationale, Monnaie, 37380, France", 21 - 57 EUR ," Cuisine moderne, Cuisine traditionnelle ","Ce restaurant a la cote dans la région, et c'est amplement justifié : accès pratique, bon rapport qualité-prix, mais surtout cuisine solide, élaborée par un chef aussi sympathique qu'expérimenté.","['Restaurant non fumeur ', 'Salon particulier ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']",,,47.5018674,0.7897465
3049,La Maison de Celou,"5 rue Saint-Jouin, Châteauneuf-de-Gadagne, 84470, France", 21 - 49 EUR , Cuisine moderne ,"Cette Maison, perchée sur les remparts du vieux village, incarne à merveille les douceurs provençales. Un jeune chef y compose des assiettes enlevées et volontiers originales comme ce croque Saint-Jacques aux épinards et tomates confites. Mention spéciale pour les desserts gourmands et addictifs comme l'entremet au Dulcey et bananes caramélisées.","['Accès handicapés ', 'Vue ', 'Restaurant non fumeur ', 'Repas en terrasse ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ']",,,43.9288995,4.9456783
3050,La Part des Anges,"Rue des Cordeliers, Albi, 81000, France", 20 - 100 EUR , Cuisine moderne ,"Au-dessus du Grand Théâtre, au dernier étage, cet établissement propose une cuisine au goût du jour maîtrisée, en deux styles distincts : bistrot (au hasard, paleron de bœuf braisé et mousseline de panais) ou plus moderne (foie gras confit au jus de coing et jus au café). À déguster aux beaux jours sur la vaste terrasse dominant la ville. Un ange passe...","['Accès handicapés ', 'Restaurant non fumeur ', 'Repas en terrasse ', 'Ascenseur ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']",,,43.9239348,2.1445386
3051,Simple et Meilleur,"Place Notre-Dame, quartier de Caseblanche, Saint-Martin-de-Belleville, 73440, France", 34 - 90 EUR , Cuisine savoyarde ,"Truite au four, fondue de reblochon, charcuteries et fromages de la région, tarte aux myrtilles... les produits savoyards sont à l'honneur dans cette chaleureuse adresse, imaginée par René et Maxime Meilleur, triplement étoilés à la Bouitte. La carte est une ode au terroir, à déguster dans une jolie salle habillée de bois clair, dont les grandes baies vitrées ouvrent sur les massifs. L'hiver, on y accède ski aux pieds... Tapas au rez de chaussée.","['Accès handicapés ', 'Restaurant non fumeur ', 'Salon particulier ', 'Ascenseur ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']",,,45.3695814,6.5136665
3052,Cucina Byblos,"27 avenue du Maréchal-Foch, Saint-Tropez, 83990, France", 52 - 110 EUR , Cuisine italienne ,"En lieu et place de Rivea, le restaurant du Byblos se réinvente toujours sous la houlette d'Alain Ducasse. Fort de son succès parisien, il adapte Cucina à la mode Saint-Tropez. Un endroit chic et convivial avec grande cuisine vitrée, murs végétaux et terrasse sous les platanes. Dans l'assiette, une cuisine italienne de partage généreuse, à base de produits transalpins de belle qualité.","['Restaurant non fumeur ', 'Repas en terrasse ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ', 'Carte de crédit Diners Club ']",,,43.2699277,6.6427502
3053,La Balade des Saveurs,"3 quai Jean-Jaurès, L'Isle-sur-la-Sorgue, 84800, France", 20 - 54 EUR , Cuisine traditionnelle ,"Un couple sympathique – Benjamin et Sophie Fabre – règne sur ce restaurant plein de fraîcheur, dont la terrasse borde le cours pittoresque de la Sorgue. Les recettes cultivent aussi bien le caractère que la douceur de la Provence. Cette Balade des Saveurs est aussi... une ballade des gens heureux. Agréable terrasse le long du canal de la Sorgue.","['Accès handicapés ', 'Restaurant non fumeur ', 'Repas en terrasse ', 'Petites portions ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']",,,43.9197400,5.0549746
3054,Christopher Coutanceau,"Plage de la Concurrence, La Rochelle, 17000, France", 90 - 245 EUR , Poissons et fruits de mer ,"Sur la plage de la Concurrence, la devanture du restaurant annonce la couleur : ""Christopher Coutanceau, cuisinier et pêcheur"". Tout est dit ! La pêche, voici une passion qui court dans la famille depuis longtemps – le grand-père, puis Richard, le père, étaient déjà des fondus de produits marins. Christopher va plus loin : en plus d’être un pêcheur émérite, il milite en faveur de la pêche durable et contre le gaspillage. Sa cuisine, admirable, est le prolongement de cet engagement, un vrai bouquet de senteurs marines, une ode à l'océan vivante et percutante. Les plus beaux produits de la mer (bar de ligne, turbot, sole, oursins, lotte et langoustines, huîtres, tourteaux et tant d’autres) sont magnifiés avec tendresse et beaucoup d’imagination : de l’entrée au dessert, c’est un enchantement.","['Accès handicapés ', 'Vue ', 'Restaurant non fumeur ', 'Salon particulier ', 'Parking ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ', 'Carte de crédit Diners Club ']",,,46.1557284,-1.1609135
3055,Le Pré Bossu,"Le Pré-Bossu, Moudeyres, 43150, France", 22 - 34 EUR , Cuisine traditionnelle ,"Cette chaumière aux volets rouges, de pierre vêtue, et agrémentée d'un jardin, propose de déguster une cuisine traditionnelle à base de produits de la région, dans une salle à manger aux poutres apparentes. Quelques chambres spacieuses à l'étage.","['Avec chambre ', 'Restaurant non fumeur ', 'Parc ou jardin ', 'Parking ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ']",,,44.9534365,4.1003185
3056,Auberge du Pays,"Route de l'Étang, Lagarde-Enval, 19150, France", 18 - 38 EUR , Cuisine traditionnelle ,"Très sympathique, ce restaurant familial qui fait aussi bar-tabac. La cuisine du terroir tulliste est à l'honneur : millassou, mique, tête de veau le mercredi et farcidure le jeudi... C'est généreux et goûteux, une véritable adresse à l'ancienne ! Huit chambres à disposition pour l'étape.","['Restaurant non fumeur ', 'Repas en terrasse ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ']",,,45.1863100,1.8074200
3057,Ferme Lizarraga,"Chemin de Lizarraga, Urrugne, 64122, France", 25 - 55 EUR , Cuisine moderne ,"Dans un bel environnement naturel – lizarraga signifie ""forêt de frênes"" en basque –, une auberge du 17e s. au caractère préservé, à la fois chic et champêtre. Le chef offre une version revisitée de la cuisine du marché : on en profite en terrasse, à l'ombre d'un noyer centenaire... Délicieux, tout simplement.","['Accès handicapés ', 'Restaurant non fumeur ', 'Repas en terrasse ', 'Parc ou jardin ', 'Parking ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ']",,,43.3692800,-1.6921201
3058,Moulin de Rosmadec,"Venelle de Rosmadec, Pont-Aven, 29930, France", 36 - 101 EUR , Cuisine moderne ,"Dans ce Moulin enchanteur, avec sa terrasse fleurie au bord de l'Aven, Christian Le Squer a imaginé une cuisine à la gloire du terroir breton (sarrasin, lait ribot, fraises de Plougastel) et de la pêche locale (araignée de mer, langoustines, homard)... Assiettes soignées, avec de jolies sauces et réductions, saveurs délicates : une partition de haute volée.","['Accès handicapés ', 'Vue ', 'Restaurant non fumeur ', 'Repas en terrasse ', 'Menu végétarien ', 'Salon particulier ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']",,,47.8549886,-3.7479562
3059,La Table du Clos,"49 avenue du Général-de-Gaulle, Thiers, 63300, France",,,"Jolie surprise que cette Table du Clos, qui propose une cuisine fine et soignée, réalisée à base de bons produits, toujours en phase avec les saisons : langoustines de nos côtes simplement poêlées, légumes crus et cuits. A déguster, aux beaux jours, sur l'agréable terrasse.","['Accès handicapés ', 'Avec chambre ', 'Restaurant non fumeur ', 'Repas en terrasse ', 'Salon particulier ', 'Parc ou jardin ', 'Parking ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']",,,45.8420700,3.5097000
